EMP Data Retrieved ,,,,,,,
Programs selected = ,,,,,,,
,,,,,,,
,,,,,,,
Row #,STATION_ID,STATION NAME,RESULT_ID,DATE,VALUE,QAQC Flag,READING_TYPE
52,30,(D24A)  Rio Vista,1299,7/20/2021 12:45,1.12,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
53,30,(D24A)  Rio Vista,1299,7/20/2021 13:00,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
54,30,(D24A)  Rio Vista,1299,7/20/2021 13:15,1.31,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
55,30,(D24A)  Rio Vista,1299,7/20/2021 13:30,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
56,30,(D24A)  Rio Vista,1299,7/20/2021 13:45,1.36,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
57,30,(D24A)  Rio Vista,1299,7/20/2021 14:00,1.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
58,30,(D24A)  Rio Vista,1299,7/20/2021 14:15,1.41,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
59,30,(D24A)  Rio Vista,1299,7/20/2021 14:30,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
60,30,(D24A)  Rio Vista,1299,7/20/2021 14:45,1.33,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
61,30,(D24A)  Rio Vista,1299,7/20/2021 15:00,1.45,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
62,30,(D24A)  Rio Vista,1299,7/20/2021 15:15,1.34,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
63,30,(D24A)  Rio Vista,1299,7/20/2021 15:30,1.37,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
64,30,(D24A)  Rio Vista,1299,7/20/2021 15:45,1.29,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
65,30,(D24A)  Rio Vista,1299,7/20/2021 16:00,1.22,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
66,30,(D24A)  Rio Vista,1299,7/20/2021 16:15,1.36,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
67,30,(D24A)  Rio Vista,1299,7/20/2021 16:30,1.39,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
68,30,(D24A)  Rio Vista,1299,7/20/2021 16:45,1.4,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
69,30,(D24A)  Rio Vista,1299,7/20/2021 17:00,1.28,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
70,30,(D24A)  Rio Vista,1299,7/20/2021 17:15,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
71,30,(D24A)  Rio Vista,1299,7/20/2021 17:30,1.33,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
72,30,(D24A)  Rio Vista,1299,7/20/2021 17:45,1.21,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
73,30,(D24A)  Rio Vista,1299,7/20/2021 18:00,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
74,30,(D24A)  Rio Vista,1299,7/20/2021 18:15,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
75,30,(D24A)  Rio Vista,1299,7/20/2021 18:30,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
76,30,(D24A)  Rio Vista,1299,7/20/2021 18:45,1.25,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
77,30,(D24A)  Rio Vista,1299,7/20/2021 19:00,1.22,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
78,30,(D24A)  Rio Vista,1299,7/20/2021 19:15,1.21,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
79,30,(D24A)  Rio Vista,1299,7/20/2021 19:30,1.34,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
80,30,(D24A)  Rio Vista,1299,7/20/2021 19:45,1.26,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
81,30,(D24A)  Rio Vista,1299,7/20/2021 20:00,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
82,30,(D24A)  Rio Vista,1299,7/20/2021 20:15,1.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
83,30,(D24A)  Rio Vista,1299,7/20/2021 20:30,1.36,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
84,30,(D24A)  Rio Vista,1299,7/20/2021 20:45,1.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
85,30,(D24A)  Rio Vista,1299,7/20/2021 21:00,1.49,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
86,30,(D24A)  Rio Vista,1299,7/20/2021 21:15,1.4,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
87,30,(D24A)  Rio Vista,1299,7/20/2021 21:30,1.59,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
88,30,(D24A)  Rio Vista,1299,7/20/2021 21:45,1.68,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
89,30,(D24A)  Rio Vista,1299,7/20/2021 22:00,1.68,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
90,30,(D24A)  Rio Vista,1299,7/20/2021 22:15,1.93,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
91,30,(D24A)  Rio Vista,1299,7/20/2021 22:30,1.81,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
92,30,(D24A)  Rio Vista,1299,7/20/2021 22:45,1.67,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
93,30,(D24A)  Rio Vista,1299,7/20/2021 23:00,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
94,30,(D24A)  Rio Vista,1299,7/20/2021 23:15,1.62,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
95,30,(D24A)  Rio Vista,1299,7/20/2021 23:30,1.44,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
96,30,(D24A)  Rio Vista,1299,7/20/2021 23:45,1.69,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
97,30,(D24A)  Rio Vista,1299,7/21/2021 0:00,1.51,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
98,30,(D24A)  Rio Vista,1299,7/21/2021 0:15,1.52,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
99,30,(D24A)  Rio Vista,1299,7/21/2021 0:30,1.5,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
100,30,(D24A)  Rio Vista,1299,7/21/2021 0:45,1.49,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
101,30,(D24A)  Rio Vista,1299,7/21/2021 1:00,1.48,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
102,30,(D24A)  Rio Vista,1299,7/21/2021 1:15,1.34,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
103,30,(D24A)  Rio Vista,1299,7/21/2021 1:30,1.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
104,30,(D24A)  Rio Vista,1299,7/21/2021 1:45,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
105,30,(D24A)  Rio Vista,1299,7/21/2021 2:00,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
106,30,(D24A)  Rio Vista,1299,7/21/2021 2:15,1.14,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
107,30,(D24A)  Rio Vista,1299,7/21/2021 2:30,1.26,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
108,30,(D24A)  Rio Vista,1299,7/21/2021 2:45,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
109,30,(D24A)  Rio Vista,1299,7/21/2021 3:00,1.21,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
110,30,(D24A)  Rio Vista,1299,7/21/2021 3:15,1.34,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
111,30,(D24A)  Rio Vista,1299,7/21/2021 3:30,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
112,30,(D24A)  Rio Vista,1299,7/21/2021 3:45,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
113,30,(D24A)  Rio Vista,1299,7/21/2021 4:00,1.39,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
114,30,(D24A)  Rio Vista,1299,7/21/2021 4:15,1.49,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
115,30,(D24A)  Rio Vista,1299,7/21/2021 4:30,1.54,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
116,30,(D24A)  Rio Vista,1299,7/21/2021 4:45,1.68,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
117,30,(D24A)  Rio Vista,1299,7/21/2021 5:00,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
118,30,(D24A)  Rio Vista,1299,7/21/2021 5:15,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
119,30,(D24A)  Rio Vista,1299,7/21/2021 5:30,1.51,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
120,30,(D24A)  Rio Vista,1299,7/21/2021 5:45,1.46,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
121,30,(D24A)  Rio Vista,1299,7/21/2021 6:00,1.48,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
122,30,(D24A)  Rio Vista,1299,7/21/2021 6:15,1.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
123,30,(D24A)  Rio Vista,1299,7/21/2021 6:30,1.36,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
124,30,(D24A)  Rio Vista,1299,7/21/2021 6:45,1.22,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
125,30,(D24A)  Rio Vista,1299,7/21/2021 7:00,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
126,30,(D24A)  Rio Vista,1299,7/21/2021 7:15,1.16,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
127,30,(D24A)  Rio Vista,1299,7/21/2021 7:30,1.33,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
128,30,(D24A)  Rio Vista,1299,7/21/2021 7:45,1.27,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
129,30,(D24A)  Rio Vista,1299,7/21/2021 8:00,1.18,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
130,30,(D24A)  Rio Vista,1299,7/21/2021 8:15,1.17,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
131,30,(D24A)  Rio Vista,1299,7/21/2021 8:30,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
132,30,(D24A)  Rio Vista,1299,7/21/2021 8:45,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
133,30,(D24A)  Rio Vista,1299,7/21/2021 9:00,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
134,30,(D24A)  Rio Vista,1299,7/21/2021 9:15,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
135,30,(D24A)  Rio Vista,1299,7/21/2021 9:30,1.28,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
136,30,(D24A)  Rio Vista,1299,7/21/2021 9:45,1.03,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
137,30,(D24A)  Rio Vista,1299,7/21/2021 10:00,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
138,30,(D24A)  Rio Vista,1299,7/21/2021 10:15,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
139,30,(D24A)  Rio Vista,1299,7/21/2021 10:30,1.06,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
140,30,(D24A)  Rio Vista,1299,7/21/2021 10:45,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
141,30,(D24A)  Rio Vista,1299,7/21/2021 11:00,1.03,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
142,30,(D24A)  Rio Vista,1299,7/21/2021 11:15,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
143,30,(D24A)  Rio Vista,1299,7/21/2021 11:30,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
144,30,(D24A)  Rio Vista,1299,7/21/2021 11:45,1.14,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
145,30,(D24A)  Rio Vista,1299,7/21/2021 12:00,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
146,30,(D24A)  Rio Vista,1299,7/21/2021 12:15,1.18,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
147,30,(D24A)  Rio Vista,1299,7/21/2021 12:30,1.18,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
148,30,(D24A)  Rio Vista,1299,7/21/2021 12:45,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
149,30,(D24A)  Rio Vista,1299,7/21/2021 13:00,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
150,30,(D24A)  Rio Vista,1299,7/21/2021 13:15,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
151,30,(D24A)  Rio Vista,1299,7/21/2021 13:30,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
152,30,(D24A)  Rio Vista,1299,7/21/2021 13:45,1.44,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
153,30,(D24A)  Rio Vista,1299,7/21/2021 14:00,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
154,30,(D24A)  Rio Vista,1299,7/21/2021 14:15,1.55,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
155,30,(D24A)  Rio Vista,1299,7/21/2021 14:30,1.43,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
156,30,(D24A)  Rio Vista,1299,7/21/2021 14:45,1.44,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
